step,reward,score,dsp_jitter,dsp_shimmer,dsp_tilt,dsp_harmonics,dsp_threshold,dsp_ratio,dsp_bitrate
1316,113.899267,113.899267,0.64768153,0.6799614,0.7173288,1.0,-35.32855421304703,5.128159135580063,68144
1317,107.871571,107.871571,-0.6493271,0.21767125,0.40318334,0.18737713,-23.936516046524048,6.1807601749897,32000
1318,90.289627,90.289627,1.0,-0.47029677,0.24300444,1.0,-52.75121450424194,1.4192185401916504,32000
1319,127.087018,127.087018,0.5647199,0.31124023,0.5327384,1.0,-40.01059800386429,1.0,51580
1320,131.641371,131.641371,-1.0,1.0,1.0,0.690415,-58.30726742744446,2.202775239944458,102348
1321,93.90493,93.90493,-0.73556226,0.045048237,1.0,-1.0,-33.84550869464874,7.003109961748123,38613
1322,91.110839,91.110839,-0.7468709,-1.0,1.0,-0.04158628,-28.43094587326049,11.0,32000
1323,109.791737,109.791737,-0.2152825,0.7187964,1.0,1.0,-20.0,4.499596416950226,81373
1324,110.292345,110.292345,0.8242891,0.6047385,0.06561564,-0.9160072,-44.36191260814667,3.5153738260269165,109045
1325,98.828327,98.828327,-0.06321503,0.8078631,-0.20515832,-0.74992,-33.90439748764038,1.0,113930
1326,116.474835,116.474835,0.14067982,-1.0,0.27149326,0.11183022,-60.0,8.06851914525032,32000
1327,79.351445,79.351445,-1.0,-0.25817195,-0.85543734,1.0,-60.0,11.0,69167
1328,99.523511,99.523511,1.0,-0.14151874,0.4455005,-0.26278996,-20.0,8.6901975274086,32000
1329,113.106034,113.106034,1.0,0.9844239,0.05275722,-0.5621351,-26.598031520843502,6.1730727404356,32000
1330,94.207139,94.207139,-1.0,1.0,0.51696247,0.34598017,-20.0,9.44861775636673,66398
1331,117.165579,117.165579,1.0,0.16935909,0.30426064,1.0,-59.59656238555908,11.0,45559
1332,112.251845,112.251845,0.36255693,0.8726219,0.5454519,1.0,-20.0,2.7097046971321106,160000
1333,96.28052,96.28052,0.7413292,0.4579679,1.0,-0.20682627,-28.89103412628174,11.0,32000
1334,120.271647,120.271647,1.0,0.74351466,0.08332537,1.0,-55.79452276229858,7.383171379566193,32000
1335,162.314542,162.314542,-0.052547768,-0.49976116,-0.85191894,-0.06838167,-20.0,2.9143015146255493,57203
1336,78.175172,78.175172,0.8301112,-1.0,1.0,1.0,-43.60511511564255,2.8240728974342346,113849
1337,79.818871,79.818871,1.0,1.0,-1.0,0.58387744,-56.4188814163208,7.450104713439941,90733
1338,86.377669,86.377669,0.8119985,-0.73443776,-0.8196671,-0.16373196,-47.287468910217285,8.143604755401611,48753
1339,90.473922,90.473922,-0.68049765,0.40825298,0.08307092,1.0,-30.94265103340149,7.505055725574493,102379
1340,110.797998,110.797998,0.3054686,-0.32831213,-0.71478176,-0.47903314,-60.0,5.234585613012314,159872
1341,136.20436,136.20436,-0.5530839,1.0,-0.39251858,0.9509311,-48.49712610244751,6.25533702224493,95446
1342,100.083028,100.083028,-1.0,-1.0,0.55481,0.002587974,-47.01725840568543,11.0,54586
1343,98.25697,98.25697,-0.65240204,-0.19592987,1.0,0.8911724,-47.7447783946991,4.527921140193939,120392
1344,82.071862,82.071862,-1.0,1.0,0.94572717,1.0,-36.98717892169952,8.744698822498322,47688
1345,125.426755,125.426755,-0.09573532,0.6578493,0.6175158,0.9656706,-48.44338655471802,1.6808817386627195,51548
1346,106.696746,106.696746,-0.4627471,-0.734614,1.0,0.43453196,-60.0,1.0,32000
1347,98.249161,98.249161,1.0,0.94453925,0.96591437,0.25353783,-20.0,5.379028156399727,160000
1348,106.743792,106.743792,-1.0,1.0,-0.6127888,1.0,-48.64850342273712,1.0,160000
1349,106.347727,106.347727,-1.0,0.9349222,1.0,0.17678899,-54.98183369636536,7.682688295841217,52225
1350,106.320492,106.320492,-0.36308318,-0.6719099,-1.0,1.0,-20.0,11.0,124008
1351,87.904245,87.904245,-0.85567695,-0.6527389,-0.04569429,1.0,-60.0,11.0,159177
1352,87.068044,87.068044,0.82464606,-0.3413616,1.0,-0.69099903,-34.97652590274811,1.0,160000
1353,91.895345,91.895345,0.87373996,-0.39469713,0.20399728,1.0,-60.0,3.5954335927963257,160000
1354,103.004073,103.004073,1.0,1.0,0.84595084,0.0743742,-23.58656644821167,6.638669580221176,89902
1355,95.876344,95.876344,0.17973273,-0.33733466,0.31599408,-1.0,-20.0,3.493809759616852,75803
1356,94.168701,94.168701,0.5551388,0.23436317,-0.3810619,-0.20107824,-21.974663734436035,8.497128248214722,51804
1357,91.629547,91.629547,1.0,0.2134732,-0.80097324,0.14119492,-23.572630882263184,8.252528667449951,106365
1358,81.801784,81.801784,0.032569572,0.46800146,1.0,0.9091763,-57.96849608421326,10.44813907146454,90770
1359,92.16775,92.16775,1.0,-0.41044667,-1.0,-0.7385491,-42.57840573787689,6.11798083782196,124965
1360,98.5262,98.5262,0.49642536,-0.93223524,1.0,-0.9354578,-34.374483823776245,9.99730622768402,83672
1361,90.371906,90.371906,-0.5622816,0.38304824,1.0,0.48257428,-34.916090965271,3.7218371629714966,150968
1362,109.02865,109.02865,-0.044663027,1.0,-1.0,0.45027286,-48.93723368644714,9.832547068595886,160000
1363,133.043617,133.043617,0.5594374,-0.23869474,0.071719706,1.0,-43.57795178890228,3.80664324760437,37952
1364,90.211844,90.211844,0.611796,0.7424387,0.8635527,0.0075133145,-41.5555003285408,11.0,160000
1365,133.300712,133.300712,0.22345395,-1.0,1.0,0.35423738,-20.0,8.769509255886078,78342
1366,86.821086,86.821086,1.0,-0.38626102,1.0,0.8062558,-20.0,8.068421840667725,160000
1367,103.820767,103.820767,-0.6549429,0.002648905,-0.16944295,0.7993877,-20.0,10.19132947921753,160000
1368,115.358634,115.358634,0.8794169,-0.46226147,0.40762886,0.379593,-60.0,9.361742198467256,152197
1369,102.319309,102.319309,1.0,-1.0,1.0,-0.8349431,-46.614832282066345,5.951253607869148,43494
1370,111.695653,111.695653,-0.075771764,-0.3264841,0.1960149,0.94077957,-20.0,4.906826004385948,160000
1371,96.943678,96.943678,-0.019308433,1.0,0.70490247,1.0,-60.0,11.0,132406
1372,106.04147,106.04147,-1.0,-0.040817924,1.0,-0.62264156,-24.29011464118957,8.226003110408783,32000
1373,90.536081,90.536081,0.295716,-1.0,1.0,-1.0,-27.39208221435547,1.0,95421
1374,103.731275,103.731275,-0.06244178,0.39441487,0.6014342,1.0,-53.30864071846008,9.621963858604431,160000
1375,131.792576,131.792576,-0.032516338,0.08441824,0.6566341,0.2792497,-23.2968533039093,1.7232409715652466,43768
1376,108.547371,108.547371,0.11961603,-0.1833519,0.6426968,0.12999994,-55.15676259994507,6.026856362819672,75426
1377,78.325527,78.325527,0.62212676,-0.450239,0.25717193,-0.2209666,-34.27865445613861,7.842270791530609,134140
1378,125.587346,125.587346,-0.91835135,0.5732389,1.0,0.20266448,-49.531837701797485,1.3575518727302551,160000
1379,132.330927,132.330927,-1.0,1.0,0.5602299,-1.0,-52.18759179115296,9.955743312835692,160000
1380,95.916732,95.916732,0.47924814,1.0,-1.0,-0.003944218,-43.64960998296738,6.40483895689249,110059
1381,88.272282,88.272282,-1.0,-0.39757508,-0.19350095,1.0,-29.061439037323,11.0,65338
1382,96.153732,96.153732,-1.0,0.0042402707,0.88418114,-0.57077014,-53.39356303215027,11.0,160000
1383,110.217696,110.217696,-0.110188276,1.0,0.18130256,1.0,-60.0,3.91704922914505,121790
1384,93.61532,93.61532,-0.4103986,0.62886304,1.0,0.11539236,-20.0,1.1398330926895142,160000
1385,106.694817,106.694817,1.0,-0.0010648035,0.49340087,1.0,-31.171954870224,8.78641790151596,85928
1386,106.274798,106.274798,0.4093827,-0.38210076,0.20921573,0.42636982,-60.0,11.0,124693
1387,108.879107,108.879107,-0.27897105,-0.8927929,0.64757097,-0.6520838,-58.69679093360901,4.53942334651947,142210
1388,96.191409,96.191409,0.9172869,1.0,0.42874712,-0.06671667,-31.17343246936798,11.0,135856
1389,110.21225,110.21225,-1.0,-0.5984091,1.0,-1.0,-51.39678239822388,8.504121661186218,71499
1390,124.312467,124.312467,-1.0,0.19694667,0.6908345,0.6971268,-45.68195641040802,11.0,99974
1391,78.647275,78.647275,-0.60100096,0.6520849,0.5076994,-0.53436697,-60.0,5.765525311231613,134216
1392,106.543035,106.543035,1.0,-1.0,0.95866305,1.0,-20.0,11.0,160000
1393,110.285207,110.285207,0.37842894,-0.9296905,1.0,1.0,-60.0,11.0,75232
1394,112.128544,112.128544,0.9772669,0.7023849,1.0,1.0,-42.97081351280213,2.322779357433319,113743
1395,95.634431,95.634431,-0.4729332,0.46300483,0.9031217,1.0,-41.17566868662834,11.0,139459
1396,116.96273,116.96273,-0.53834814,0.8255408,0.45768762,1.0,-20.0,10.71910148859024,160000
1397,105.112161,105.112161,-0.58857965,-0.5871224,0.6821989,-0.7886169,-60.0,7.336545646190643,41828
1398,99.302459,99.302459,-0.87122405,0.091334544,-0.7802713,-0.1607981,-39.492150880396366,3.16469407081604,137427
1399,99.059867,99.059867,-1.0,1.0,0.7004169,-1.0,-47.483728528022766,8.674980759620667,148215
1400,113.946244,113.946244,1.0,-1.0,1.0,1.0,-60.0,3.9253263771533966,67606
1401,101.832871,101.832871,-1.0,0.104282096,1.0,0.30994722,-55.95521330833435,10.970386624336244,128676
1402,107.719787,107.719787,0.044009272,0.5803385,0.0398674,-0.29868734,-31.600213646888733,10.668549597263336,116132
1403,81.973705,81.973705,1.0,-1.0,-0.2142181,-0.24722326,-47.66798377037048,11.0,160000
1404,114.092377,114.092377,0.48670438,-0.2661538,-1.0,0.932791,-35.25281012058258,1.990878343582153,96137
1405,83.430957,83.430957,-0.20202926,1.0,0.43216145,1.0,-50.41405200958252,10.33535009622574,160000
1406,113.481975,113.481975,1.0,1.0,-1.0,0.31068844,-57.46989369392395,6.060859173536301,141517
1407,90.973024,90.973024,1.0,0.36633644,-0.18839484,-0.8698635,-40.18449511379004,2.6494160890579224,56945
1408,101.499038,101.499038,-0.45788527,1.0,-0.45468628,-0.70935893,-20.0,9.354910612106323,100658
1409,99.352628,99.352628,-0.49580437,0.8241802,-1.0,-0.41393095,-37.483784556388855,1.074584186077118,89883
1410,120.135099,120.135099,-0.07242111,-0.38731736,0.3795737,0.4367556,-30.82901418209076,7.56028538942337,158090
1411,72.291891,72.291891,1.0,-0.5377989,1.0,1.0,-53.849427700042725,6.902767330408096,130979
1412,89.284697,89.284697,-0.16866525,0.450661,0.42846188,-0.9185037,-60.0,2.906713545322418,160000
1413,90.758701,90.758701,0.6032873,-1.0,-1.0,0.45027182,-20.0,6.53698256611824,160000
1414,115.914606,115.914606,0.30919865,1.0,1.0,0.8566085,-59.22619104385376,10.982852637767792,121019
1415,97.595504,97.595504,-0.45703986,-0.51964736,-0.39331302,1.0,-53.24157476425171,1.0,127631
1416,117.031528,117.031528,-0.15516351,-1.0,0.8406099,0.0555529,-36.915886998176575,11.0,160000
1417,81.231029,81.231029,-0.59893703,1.0,-0.94409275,0.16524604,-20.0,5.450647681951523,160000
1418,102.745694,102.745694,0.28586572,0.6987048,-0.1300913,-0.17378885,-47.70924508571625,3.5108250975608826,108600
1419,118.743568,118.743568,-1.0,0.5374706,-1.0,-1.0,-43.784080147743225,5.171406403183937,130783
1420,114.672278,114.672278,0.35877421,-0.32287395,1.0,1.0,-60.0,11.0,160000
1421,90.499056,90.499056,-1.0,0.6346608,0.27560252,0.8768133,-43.24856787919998,7.683298051357269,32000
1422,106.129299,106.129299,-1.0,-0.23749448,0.0015788823,0.07744461,-58.41015696525574,1.0,135224
1423,93.572637,93.572637,-0.5191369,-0.4002219,1.0,1.0,-60.0,8.749184966087341,108294
1424,80.382087,80.382087,-0.7449029,-0.12520754,0.97646344,0.3424032,-44.19950485229492,7.97275698184967,93447
1425,127.456972,127.456972,-0.17234048,0.38479754,1.0,0.68509305,-44.57830160856247,11.0,129406
1426,128.639348,128.639348,0.9569156,-0.68934214,0.13850719,-0.06343964,-60.0,3.332564890384674,107665
1427,101.928206,101.928206,0.13621955,1.0,0.44243234,-0.39360794,-58.88234853744507,11.0,160000
1428,104.958224,104.958224,0.67383456,-0.040714756,-0.70677423,-0.67397213,-60.0,2.671141982078552,85458
1429,106.140189,106.140189,-0.565275,1.0,-0.330926,-0.31451476,-60.0,9.299380540847778,52281
1430,106.716804,106.716804,0.95912695,-0.05527172,0.579306,-0.5076787,-48.15068483352661,3.1083396673202515,32000
1431,109.826043,109.826043,0.08130509,-1.0,0.74347967,-1.0,-34.69458818435669,11.0,69484
1432,93.91732,93.91732,-1.0,-0.8303603,-0.1264122,0.05436164,-23.248744010925293,5.649637341499329,151240
1433,88.631048,88.631048,-0.24232091,1.0,0.76463693,1.0,-30.14243483543396,1.0,32000
1434,84.153461,84.153461,-0.413382,1.0,-0.5886859,-1.0,-60.0,1.0,145760
1435,101.86544,101.86544,-0.6653954,-0.8879709,-0.19365725,-0.5222656,-20.80877900123596,1.0,51694
1436,98.255459,98.255459,0.19374226,1.0,-0.5409744,1.0,-49.602543115615845,11.0,72009
1437,83.921487,83.921487,1.0,1.0,0.40991467,0.16636467,-52.35547065734863,8.570386230945587,154785
1438,105.355685,105.355685,1.0,-0.4374876,-1.0,1.0,-53.390326499938965,11.0,78556
1439,84.013572,84.013572,-1.0,0.3144954,0.058232427,-0.35365415,-21.0603928565979,5.736359864473343,50473
1440,122.093817,122.093817,-1.0,0.80812955,0.8950236,-0.1904993,-41.733717173337936,8.671472132205963,127518
1441,111.819067,111.819067,0.65602404,-0.26855925,0.13565612,0.5285135,-60.0,6.475762486457825,160000
1442,78.869907,78.869907,0.80689263,0.5163651,1.0,1.0,-20.0,11.0,32000
1443,109.25195,109.25195,1.0,0.40628347,1.0,0.31588796,-20.0,7.023612543940544,55300
1444,105.740986,105.740986,-0.24636568,-0.20323102,-0.7689074,-0.5176599,-25.85335731506348,8.407737672328949,77331
1445,113.84422,113.84422,-0.24947932,0.074495316,-0.77787256,0.73877513,-51.93610906600952,10.916177988052368,47047
1446,89.633071,89.633071,0.6871108,-1.0,1.0,1.0,-27.629945278167725,5.3301378935575485,84959
1447,133.417759,133.417759,1.0,-0.044605438,-0.52312815,0.47060204,-32.78018593788147,1.0,32000
1448,93.782862,93.782862,-0.3947507,0.94192827,1.0,0.88092816,-33.266451358795166,2.444845199584961,86633
1449,106.422198,106.422198,0.29810777,-1.0,-0.09665105,-1.0,-49.71004903316498,11.0,146528
1450,105.435618,105.435618,1.0,-0.48946863,1.0,0.58337593,-44.05825763940811,10.928649663925173,160000
1451,138.685927,138.685927,-0.88812983,1.0,0.17000279,0.49358314,-51.25826120376587,11.0,32000
1452,114.912703,114.912703,0.527203,0.22680959,-0.21595052,1.0,-60.0,11.0,105188
1453,101.834821,101.834821,0.5031944,1.0,1.0,0.9184736,-60.0,7.533183753490448,32000
1454,117.944213,117.944213,1.0,-1.0,-0.7745638,0.4284492,-20.0,11.0,32000
1455,93.455479,93.455479,1.0,0.52792835,0.063703865,1.0,-20.0,1.0,66513
1456,100.385564,100.385564,-1.0,1.0,-1.0,1.0,-21.980855464935303,11.0,117758
1457,107.523404,107.523404,0.052403472,-1.0,1.0,-0.13419348,-60.0,7.036420464515686,38150
1458,96.652781,96.652781,-0.5868099,1.0,0.21102299,0.50531524,-33.30440819263458,7.181992664933205,42150
1459,100.392331,100.392331,0.38904738,1.0,0.081631586,0.8662141,-32.402251958847046,11.0,66368
1460,83.312973,83.312973,1.0,-0.97020483,-0.5991539,0.9940932,-20.0,6.892838090658188,70949
1461,100.570834,100.570834,0.085866824,0.9099581,-0.16060829,0.6818527,-59.76429224014282,4.980201110243797,158373
1462,91.770223,91.770223,1.0,-0.15002537,0.0072825253,-0.098581344,-49.05486583709717,7.392214000225067,69993
1463,107.880493,107.880493,0.47130197,0.03176391,-0.6536248,-1.0,-60.0,2.023281216621399,160000
1464,96.347302,96.347302,1.0,-1.0,-0.5937308,0.065592125,-53.731560707092285,3.1098560094833374,160000
1465,98.183318,98.183318,-0.20983317,0.05647645,0.7877783,0.5334708,-40.57768400758505,6.882179886102676,160000
1466,82.761071,82.761071,-0.3425201,-1.0,0.033830017,1.0,-53.47155570983887,11.0,160000
1467,104.648517,104.648517,-1.0,0.8773043,1.0,-0.50963527,-52.54779815673828,5.658202677965164,129817
1468,99.244492,99.244492,0.6133629,0.528674,-0.083616376,0.4035376,-20.0,5.306817725300789,117980
1469,142.217093,142.217093,-0.7458596,1.0,-0.8296592,-0.1872296,-20.0,9.225278854370115,68225
1470,126.476401,126.476401,0.11468673,-0.18919018,-0.99925184,1.0,-20.0,2.2029188871383667,32000
1471,93.653604,93.653604,1.0,-0.6910109,-0.2948172,-0.11026165,-48.37242424488068,11.0,147166
1472,80.876115,80.876115,0.23409969,1.0,0.4265067,0.8887032,-60.0,7.918472647666931,144703
1473,88.093735,88.093735,0.7026932,-0.6501255,0.749742,0.20613313,-60.0,11.0,91522
1474,100.892415,100.892415,-0.85218817,0.5250381,-1.0,-0.7398386,-35.09345471858978,6.811609253287315,141643
1475,98.409033,98.409033,1.0,-0.95499486,-1.0,-0.19815728,-60.0,7.250040233135223,32421
1476,137.006132,137.006132,1.0,-0.88221437,-1.0,0.9000336,-52.69012451171875,1.6159621477127075,49825
1477,89.371987,89.371987,-0.14634365,-0.6950884,-0.54749143,0.11435482,-36.72564119100571,3.578940689563751,108798
1478,77.230377,77.230377,-0.005307421,1.0,-0.628549,1.0,-51.93211317062378,11.0,90374
1479,109.960946,109.960946,-1.0,1.0,-0.12194723,-0.4556948,-58.14786434173584,11.0,160000
1480,126.136666,126.136666,1.0,-1.0,1.0,1.0,-20.0,11.0,160000
1481,101.175926,101.175926,-0.038230166,0.2186737,1.0,-1.0,-39.47257779538632,8.649196982383728,60564
1482,90.693016,90.693016,1.0,-1.0,-0.3671666,0.26656866,-20.0,5.686537608504295,130463
1483,85.668025,85.668025,-0.6517997,-0.3430394,-0.30020195,-1.0,-53.91112327575684,11.0,143191
1484,85.72781,85.72781,0.1770835,-1.0,-0.13914824,0.54709816,-22.610424757003784,11.0,111656
1485,99.931678,99.931678,-0.4615361,1.0,-0.085730284,1.0,-54.81134533882141,5.081980884075165,78127
1486,198.380355,198.380355,1.0,-1.0,1.0,-1.0,-40.636121109128,4.195859789848328,34868
1487,86.233376,86.233376,-0.13878375,0.29002768,0.09838472,-0.43214843,-37.912305891513824,8.87211388349533,118471
1488,86.122492,86.122492,-0.20025577,0.10073429,-0.07590765,-0.5230779,-20.0,3.238278090953827,160000
1489,94.502004,94.502004,0.22319102,-1.0,1.0,0.016598314,-40.92356599867344,8.929819822311401,48500
1490,100.545577,100.545577,-1.0,0.6511704,0.5180595,0.8902017,-57.13562846183777,1.0,92766
1491,101.493203,101.493203,1.0,-0.64793956,1.0,-1.0,-30.7855623960495,10.478617310523989,65299
1492,97.226567,97.226567,-0.6153912,-1.0,1.0,1.0,-23.734885454177856,9.60317885875702,67772
1493,93.703324,93.703324,-1.0,0.86061615,0.4029017,0.08497377,-30.6568306684494,11.0,32000
1494,97.642795,97.642795,-1.0,-0.39358115,-0.13268465,1.0,-32.13351488113403,10.693025052547457,137125
1495,114.586069,114.586069,-1.0,0.939927,-0.5330826,-0.74355435,-34.370115995407104,5.230087473988533,36894
1496,93.649883,93.649883,-1.0,0.6855648,-0.19408807,0.065481454,-33.035990595817566,11.0,133494
1497,100.957432,100.957432,0.7797883,-0.26860923,-0.34304762,-1.0,-33.19901883602142,10.310548305511476,117979
1498,84.94982,84.94982,0.680125,0.7673632,-0.3892457,1.0,-42.79259651899338,3.2693052887916565,32241
1499,87.435726,87.435726,-1.0,-1.0,-0.20780042,0.075255066,-53.2500684261322,8.627508640289307,32000
1500,89.96399,89.96399,1.0,1.0,1.0,-0.5582701,-20.0,11.0,52502
1501,129.198898,129.198898,0.07916863,-0.22896115,1.0,0.5413851,-54.57164525985718,10.325521290302277,32000
1502,99.661039,99.661039,0.58962107,0.3216966,0.32736555,0.5710031,-20.0,6.970523729920387,52556
1503,124.718567,124.718567,0.11556011,-0.9177302,-0.31903782,-0.79863524,-20.033648014068604,1.0,156726
1504,111.457729,111.457729,0.2502669,-0.6083528,0.15134269,1.0,-38.942034766078,11.0,95217
1505,111.492141,111.492141,-0.53452826,-0.33296242,-0.18781632,-1.0,-39.18954811990261,11.0,32000
1506,101.431567,101.431567,-0.5562101,1.0,-0.72699493,1.0,-20.0,1.0,156038
1507,100.277178,100.277178,0.7334265,0.4918712,-0.493277,0.5468031,-20.0,8.006682455539703,80859
1508,97.907237,97.907237,-0.06821853,-0.9832176,0.8796225,1.0,-28.24358940124512,11.0,49257
1509,84.007253,84.007253,0.16905865,1.0,-0.3508325,0.6810045,-20.0,3.409922182559967,106550
1510,132.234845,132.234845,0.16590175,-0.86365044,-0.17350157,-0.2118266,-27.989872694015503,11.0,32000
1511,85.833506,85.833506,0.099623404,-0.84108293,0.22258747,0.6725266,-57.50522375106812,11.0,94916
1512,84.76659,84.76659,1.0,-0.8492135,-0.2768945,0.031058192,-48.71820032596588,11.0,57604
1513,91.461329,91.461329,-0.28157574,0.8581082,-1.0,-0.40520862,-60.0,2.7482933402061462,47600
1514,94.712529,94.712529,-1.0,0.07265487,-0.01387091,-0.038960963,-44.02594923973084,9.396008908748628,59598
1515,127.643232,127.643232,-0.11054551,-0.3073046,0.76446426,0.075912595,-40.03000937402248,1.0,125715
1516,104.147609,104.147609,0.17311114,0.35825115,-0.5354082,-0.036263436,-42.21830606460571,11.0,32000
1517,165.101741,165.101741,-1.0,1.0,0.29499966,-0.048104614,-52.22184896469116,2.515904664993286,84867
1518,97.156325,97.156325,0.60660195,-1.0,1.0,0.35067844,-40.54840818047524,8.045863270759583,160000
1519,83.666307,83.666307,0.4301421,1.0,0.28162426,0.14890502,-60.0,5.147836193442345,140134
1520,108.589911,108.589911,0.39818767,1.0,-0.6183135,0.7031319,-60.0,2.4275023341178894,67657
1521,83.327619,83.327619,-0.61168194,0.6513847,0.2067717,-0.34389293,-20.0,6.3918857127428055,32000
1522,144.265583,144.265583,-0.030367717,-0.02421254,1.0,-0.49604496,-31.005162000656128,11.0,77801
1523,114.569456,114.569456,1.0,-1.0,-0.24488436,0.7721713,-20.0,7.555706113576889,151932
1524,107.747489,107.747489,0.029138394,0.5828395,1.0,1.0,-34.444377422332764,3.885308861732483,62542
1525,111.849276,111.849276,-0.05209375,-0.56492805,-0.24303314,1.0,-42.24629893898964,1.0,55627
1526,93.110436,93.110436,-1.0,0.7764215,-1.0,-0.9832722,-20.0,11.0,36364
1527,149.490001,149.490001,-0.38436586,0.15178446,1.0,-0.57697254,-47.504825592041016,8.382296472787857,32000
1528,109.79757,109.79757,-0.6221436,1.0,0.44399545,1.0,-20.0,9.2432159781456,160000
1529,105.004633,105.004633,-1.0,1.0,-1.0,0.23875901,-60.0,1.0,123117
1530,97.395916,97.395916,1.0,-0.58295405,1.0,1.0,-20.0,8.239480316638947,32000
1531,83.811067,83.811067,-1.0,-0.92011625,1.0,1.0,-45.86127579212189,10.958567917346954,160000
1532,81.174567,81.174567,1.0,-1.0,0.6893983,1.0,-25.666674375534058,1.3435996174812317,116803
1533,100.739522,100.739522,0.29209137,-0.86121583,-0.07346736,-0.17349589,-39.913920909166336,11.0,121329
1534,101.65961,101.65961,-0.153393,-1.0,1.0,-0.13778198,-43.53607714176178,1.0,155480
1535,118.807882,118.807882,-0.63735664,-0.46412843,0.11397307,0.25068733,-60.0,11.0,47050
1536,113.420453,113.420453,-0.2285327,-1.0,0.8678539,-0.7695867,-47.517356872558594,11.0,99784
1537,100.254578,100.254578,-0.80286324,0.69994974,0.4410559,-0.23459381,-30.929081439971924,4.141071796417236,112911
1538,108.324359,108.324359,1.0,-0.16114034,-0.054478735,0.91013086,-32.827826142311096,6.537642613053322,32000
1539,108.687815,108.687815,1.0,-1.0,1.0,0.94028544,-24.264554977416992,11.0,159254
1540,89.879456,89.879456,0.39098895,0.013596827,-0.52216965,-1.0,-36.61477476358414,11.0,100480
1541,109.492416,109.492416,-1.0,1.0,1.0,0.5202121,-44.77659225463867,7.229066699743271,32000
1542,125.911802,125.911802,-0.6231593,-0.06736046,-0.104235426,0.38799766,-60.0,1.0,122097
1543,114.987733,114.987733,0.76865757,-1.0,0.99468553,-0.550723,-20.0,3.4591660499572754,135252
1544,114.711906,114.711906,-0.613516,-1.0,1.0,-0.47212023,-46.21475875377655,4.947058692574501,39380
1545,113.82557,113.82557,0.14013787,0.5946145,1.0,-0.50518835,-45.035696625709534,1.0,59266
1546,98.572893,98.572893,-0.034207813,0.65257233,-0.78442836,1.0,-41.28531515598297,11.0,32000
1547,78.441297,78.441297,1.0,0.43544003,0.19319466,1.0,-35.94592183828354,7.99225902557373,112468
1548,112.174467,112.174467,-1.0,-0.19729954,0.837116,1.0,-42.60761857032776,1.0,160000
1549,98.695716,98.695716,1.0,1.0,1.0,0.22131497,-54.82289910316467,6.889052152633667,60048
1550,110.468954,110.468954,-0.44217962,-0.48460144,0.88169205,-0.47889128,-20.0,5.023279845714569,160000
1551,84.945548,84.945548,1.0,0.62526643,-0.5635963,0.1122431,-28.550044298172,4.498258888721466,160000
1552,100.515279,100.515279,-0.25603488,-0.3984146,1.0,0.98846644,-30.928351283073425,11.0,160000
1553,109.864944,109.864944,-0.8399241,0.09174577,-0.33264008,-0.6630966,-21.79569125175476,3.312953472137451,108722
1554,109.928633,109.928633,0.6091484,-1.0,1.0,0.37097996,-49.13631200790405,11.0,153459
1555,107.489338,107.489338,0.360941,0.43190026,-0.1463002,1.0,-46.73468947410584,11.0,160000
1556,110.045497,110.045497,-0.817853,0.08729998,1.0,-0.43559384,-39.1568798571825,1.0,59681
1557,103.357199,103.357199,-0.7469746,-1.0,-0.043814003,-0.10421568,-20.0,10.49703812599182,32000
1558,119.179999,119.179999,0.31377918,-0.60296994,1.0,0.2795195,-60.0,2.2813732028007507,61093
1559,137.853937,137.853937,0.67752695,-0.1530295,1.0,1.0,-20.0,10.238305687904358,32000
1560,92.788944,92.788944,0.31097832,0.13029352,1.0,0.7844788,-60.0,9.391563594341278,42820
1561,95.630399,95.630399,0.3996554,0.57692194,0.71364737,1.0,-20.0,6.8664121478796005,32000
1562,102.582051,102.582051,-0.09706002,-0.015109159,-0.021698609,1.0,-45.33423066139221,10.295101761817932,32000
1563,121.40475,121.40475,-0.06376575,-0.5581279,-0.1928429,-0.5485943,-37.83994823694229,11.0,32000
1564,102.682896,102.682896,0.6855938,-0.40448445,-0.71715164,1.0,-60.0,2.146628260612488,160000
1565,95.466478,95.466478,0.5023333,0.25205585,-1.0,-0.30838996,-32.38667845726013,9.417746424674988,114867
1566,98.800918,98.800918,0.85744613,-0.046060245,-0.4796009,0.88652384,-33.053961396217346,10.73062515258789,65276
1567,134.135832,134.135832,-1.0,0.066569164,0.9327376,-0.5088986,-54.48513627052307,1.6844323873519895,160000
1568,137.867993,137.867993,0.80679256,-0.53629684,1.0,1.0,-40.88091567158699,2.016663312911988,71405
1569,101.515756,101.515756,0.003292054,0.8692668,0.29661328,0.89894855,-40.980040207505226,5.792681112885475,160000
1570,111.44906,111.44906,-0.39010656,1.0,-0.646056,-0.56038994,-59.788997173309326,11.0,142194
1571,94.370689,94.370689,-0.21557233,1.0,-0.089434385,1.0,-41.59179046750069,4.877017125487328,160000
1572,107.65413,107.65413,-1.0,0.123139106,0.64954066,-0.58850074,-58.409003019332886,11.0,160000
1573,96.55237,96.55237,1.0,-0.6748039,-0.7975115,-0.016805232,-42.48078927397728,5.3805597722530365,102287
1574,92.848351,92.848351,-0.11953012,-0.36793575,0.74495596,0.25258812,-60.0,6.840951204299927,49848
1575,99.130598,99.130598,0.8545108,-1.0,1.0,0.03589946,-39.88305367529392,9.302276730537416,74094
